ID RUTA,Mes,Año,Estado Origen,Estado Destino,Ciudad Origen,Ciudad Destino,Compañia Transportadora,Tipo de Transporte,Tipo de combustible usado,Tipo de Movimiento,Costo(Pesos),Carga Maxima(TON),Rendimiento por litro,Costo del diesel,Tiempo en Transito
,Diciembre,2014,SP,SP,SAN LUIS POTOSI,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$2,605.63",22,2.55,$13.94,1
,Diciembre,2014,SP,SP,SAN LUIS POTOSI,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$2,602.90",22,2.55,$13.94,1
,Diciembre,2014,SP,SP,SAN LUIS POTOSI,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$2,449.63",22,2.55,$13.94,1
,Diciembre,2014,GT,SP,VILLAGRAN,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$6,512.94",22,2.55,$13.94,3
,Diciembre,2014,SP,SP,SAN LUIS POTOSI,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$1,926.38",22,2.55,$13.94,1
,Diciembre,2014,SP,SP,SAN LUIS POTOSI,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$2,934.38",22,2.55,$13.94,1
,Diciembre,2014,QO,SP,QUERETARO,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,644.35",22,2.55,$13.94,4
,Diciembre,2014,SP,SP,VILLA DE REYES,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$1,314.28",22,2.55,$13.94,1
,Diciembre,2014,SP,SP,SAN LUIS POTOSI,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$1,765.59",22,2.55,$13.94,1
,Diciembre,2014,CO,GT,RAMOS ARIZPE,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$13,620.00",22,2.55,$13.94,12
,Diciembre,2014,GT,GT,CELAYA,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$4,280.82",22,2.55,$13.94,2
,Diciembre,2014,SP,GT,SAN LUIS POTOSI,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,533.36",22,2.55,$13.94,3
,Diciembre,2014,SP,SP,SAN LUIS POTOSI,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$2,035.58",22,2.55,$13.94,1
,Diciembre,2014,SP,SP,SAN LUIS POTOSI,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$5,413.13",22,2.55,$13.94,1
,Diciembre,2014,PL,GT,PUEBLA,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$15,444.00",22,2.55,$13.94,12
,Diciembre,2014,SP,SP,SAN LUIS POTOSI,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$1,765.59",22,2.55,$13.94,1
,Diciembre,2014,AG,SP,AGUASCALIENTES,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$6,772.70",22,2.55,$13.94,4
,Diciembre,2014,SP,GT,VILLA DE REYES,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,066.93",22,2.55,$13.94,4
,Diciembre,2014,QO,GT,EL MARQUES,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$8,181.62",22,2.55,$13.94,6
,Diciembre,2014,PL,GT,PUEBLA,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$18,575.82",22,2.55,$13.94,12
,Diciembre,2014,QO,CO,QUERETARO,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$20,752.04",22,2.55,$13.94,10
,Diciembre,2014,SP,SP,SAN LUIS POTOSI,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$2,193.07",22,2.55,$13.94,1
,Diciembre,2014,PL,CO,CUAUTLANCINGO,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$24,986.12",22,2.55,$13.94,20
,Diciembre,2014,EM,CO,TULTITLAN,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$30,480.00",22,2.55,$13.94,22
,Diciembre,2014,GT,CO,CELAYA,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$22,560.00",22,2.55,$13.94,12
,Diciembre,2014,DF,CO,CIUDAD DE MEXICO,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$32,160.00",22,2.55,$13.94,18
,Diciembre,2014,CO,CO,ARTEAGA,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$1,860.91",22,2.55,$13.94,1
,Diciembre,2014,CO,CO,ARTEAGA,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$2,075.30",22,2.55,$13.94,1
,Diciembre,2014,EM,CO,TULTITLAN ,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$24,004.29",22,2.55,$13.94,22
,Diciembre,2014,EM,CO,TULTITLAN,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$23,774.02",22,2.55,$13.94,22
,Diciembre,2014,SR,GT,AGUA PRIETA,SALAMANCA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$44,196.00",22,2.55,$13.94,48
,Diciembre,2014,TM,QO,NUEVO LAREDO,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$15,535.48",22,2.55,$13.94,16
,Diciembre,2014,QO,TM,QUERETARO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$13,014.37",22,2.55,$13.94,16
,Diciembre,2014,TM,QO,NUEVO LAREDO,SANTA ROSA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$15,524.92",22,2.55,$13.94,16
,Diciembre,2014,QO,TM,SANTA ROSA,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$13,064.43",22,2.55,$13.94,16
,Diciembre,2014,TM,EM,NUEVO LAREDO,TOLUCA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$19,101.72",22,2.55,$13.94,24
,Diciembre,2014,EM,TM,TOLUCA,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$16,160.61",22,2.55,$13.94,24
,Diciembre,2014,TM,EM,NUEVO LAREDO,TLALNEPANTLA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$18,485.84",22,2.55,$13.94,24
,Diciembre,2014,EM,TM,TLALNEPANTLA,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$16,168.72",22,2.55,$13.94,24
,Diciembre,2014,TM,NL,NUEVO LAREDO,APODACA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$4,645.81",22,2.55,$13.94,4
,Diciembre,2014,NL,TM,APODACA,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$4,836.70",22,2.55,$13.94,4
,Diciembre,2014,NL,TM,SAN NICOLAS DE LOS GARZA,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$4,865.69",22,2.55,$13.94,4
,Diciembre,2014,PL,TM,HUEJOTZINGO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$18,673.95",22,2.55,$13.94,20
,Diciembre,2014,PL,TM,TEXMELUCAN,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$18,814.61",22,2.55,$13.94,20
,Diciembre,2014,GT,TM,VILLAGRAN,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$14,599.25",22,2.55,$13.94,20
,Diciembre,2014,CH,GT,CHIHUAHUA,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$35,700.00",22,2.55,$13.94,24
,Diciembre,2014,SP,SP,SAN LUIS POTOSI,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$1,320.00",22,2.55,$13.94,1
,Diciembre,2014,TM,NL,NUEVO LAREDO,GARCIA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,184.00",22,2.55,$13.94,4
,Diciembre,2014,SP,SP,SAN LUIS POTOSI,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$1,314.28",22,2.55,$13.94,1
,Diciembre,2014,QO,EM,QUERETARO,TLALNEPANTLA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$7,018.98",22,2.55,$13.94,4
,Diciembre,2014,CO,TM,SALTILLO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$6,247.28",22,2.55,$13.94,6
,Diciembre,2014,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$7,288.14",22,2.55,$13.94,6
,Diciembre,2014,SP,SP,VILLA DE REYES,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$1,314.28",22,2.55,$13.94,1
,Diciembre,2014,TM,SP,NUEVO LAREDO,SAN LUIS POTOSI,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$22,464.00",22,2.55,$13.94,15
,Diciembre,2014,QO,TM,QUERETARO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$29,376.00",22,2.55,$13.94,16
,Diciembre,2014,CO,TM,PIEDRAS NEGRAS,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$7,069.92",22,2.55,$13.94,5
,Diciembre,2014,CH,TM,CHIHUAHUA,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$32,008.80",22,2.55,$13.94,26
,Diciembre,2014,CH,CH,CHIHUAHUA,CIUDAD JUAREZ,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$10,408.80",22,2.55,$13.94,6
,Diciembre,2014,VZ,SP,ORIZABA,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$20,728.80",22,2.55,$13.94,20
,Diciembre,2014,DF,SP,COYOACAN,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$11,941.20",22,2.55,$13.94,8
,Diciembre,2014,DF,SP,CIUDAD DE MEXICO,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$12,039.60",22,2.55,$13.94,8
,Diciembre,2014,NL,TM,ESCOBEDO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$8,640.00",22,2.55,$13.94,4
,Diciembre,2014,GT,TM,SILAO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$29,376.00",22,2.55,$13.94,20
,Diciembre,2014,CO,TM,RAMOS ARIZPE,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$9,920.80",22,2.55,$13.94,6
,Diciembre,2014,SR,CO,GUAYMAS,SALTILLO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$42,545.50",22,2.55,$13.94,48
,Diciembre,2014,NL,CO,APODACA,SALTILLO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$6,654.33",22,2.55,$13.94,2
,Diciembre,2014,NL,CO,APODACA,SALTILLO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$4,019.89",22,2.55,$13.94,2
,Diciembre,2014,GT,AG,CELAYA,AGUASCALIENTES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$11,515.20",22,2.55,$13.94,4
,Diciembre,2014,SP,AG,SAN LUIS POTOSI,AGUASCALIENTES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,806.08",22,2.55,$13.94,3
,Diciembre,2014,AG,SP,AGUASCALIENTES,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$6,220.80",22,2.55,$13.94,4
,Diciembre,2014,SP,TM,SAN LUIS POTOSI,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$9,600.00",22,2.55,$13.94,16
,Diciembre,2014,PL,TM,PUEBLA,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$37,152.00",22,2.55,$13.94,20
,Diciembre,2014,NL,NL,APODACA,APODACA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$1,440.00",22,2.55,$13.94,1
,Diciembre,2014,EM,NL,TOLUCA,APODACA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$24,785.79",22,2.55,$13.94,26
,Diciembre,2014,EM,NL,TOLUCA,APODACA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$13,195.10",22,2.55,$13.94,26
,Diciembre,2014,PL,QO,HUEJOTZINGO,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$10,233.03",22,2.55,$13.94,4
,Diciembre,2014,QO,AG,QUERETARO,AGUASCALIENTES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$9,217.41",22,2.55,$13.94,6
,Diciembre,2014,QO,EM,QUERETARO,TLALNEPANTLA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$6,753.16",22,2.55,$13.94,4
,Diciembre,2014,QO,EM,QUERETARO,TLALNEPANTLA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$7,513.76",22,2.55,$13.94,4
,Diciembre,2014,EM,QO,TLALNEPANTLA,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$6,753.16",22,2.55,$13.94,3
,Diciembre,2014,QO,EM,QUERETARO,TOLUCA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,953.52",22,2.55,$13.94,4
,Diciembre,2014,EM,QO,TOLUCA,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$6,134.49",22,2.55,$13.94,3
,Diciembre,2014,NL,CO,APODACA,SALTILLO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$3,593.61",22,2.55,$13.94,2
,Diciembre,2014,CO,EM,SALTILLO,TLALNEPANTLA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$21,600.00",22,2.55,$13.94,18
,Diciembre,2014,SP,AG,SAN LUIS POTOSI,AGUASCALIENTES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$6,480.00",22,2.55,$13.94,3
,Diciembre,2014,SP,DF,SAN LUIS POTOSI,CIUDAD DE MEXICO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$12,960.00",22,2.55,$13.94,9
,Diciembre,2014,CO,AG,SALTILLO,AGUASCALIENTES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$17,400.00",22,2.55,$13.94,6
,Diciembre,2014,CO,CO,SALTILLO,SALTILLO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$1,800.00",22,2.55,$13.94,1
,Diciembre,2014,SP,EM,SAN LUIS POTOSI,LERMA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$11,760.00",22,2.55,$13.94,9
,Diciembre,2014,SP,DF,SAN LUIS POTOSI,CIUDAD DE MEXICO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$12,540.00",22,2.55,$13.94,9
,Diciembre,2014,SP,SR,VILLA DE REYES,NACOZARI,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$59,132.16",22,2.55,$13.94,40
,Diciembre,2014,CO,TM,RAMOS ARIZPE,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$11,232.00",22,2.55,$13.94,6
,Diciembre,2014,QO,TM,SAN JUAN DEL RIO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$27,931.20",22,2.55,$13.94,16
,Diciembre,2014,GT,CH,CELAYA,CHIHUAHUA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$28,270.44",22,2.55,$13.94,30
,Diciembre,2014,GT,SP,CELAYA,SAN LUIS POTOSI,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$6,514.80",22,2.55,$13.94,5
,Diciembre,2014,AG,GT,AGUASCALIENTES,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$6,120.00",22,2.55,$13.94,6
,Diciembre,2014,CH,CH,CIUDAD JUAREZ,CIUDAD JUAREZ,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$1,723.08",22,2.55,$13.94,1
,Diciembre,2014,QO,DF,QUERETARO,CIUDAD DE MEXICO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,280.00",22,2.55,$13.94,6
,Diciembre,2014,NL,CO,APODACA,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$5,400.00",22,2.55,$13.94,2
,Diciembre,2014,SP,GT,SAN LUIS POTOSI,SAN FELIPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$4,492.80",22,2.55,$13.94,3
,Diciembre,2014,SP,GT,SAN LUIS POTOSI,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$3,542.40",22,2.55,$13.94,3
,Diciembre,2014,GT,SP,SILAO,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$5,823.36",22,2.55,$13.94,4
,Diciembre,2014,GT,SP,SILAO,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$3,542.40",22,2.55,$13.94,4
,Diciembre,2014,EM,QO,ECATEPEC,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$8,735.96",22,2.55,$13.94,3
,Diciembre,2014,AG,QO,SAN FRANCISCO DE LOS ROMOS,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$11,842.74",22,2.55,$13.94,4
,Diciembre,2014,PL,QO,CUAUTLANCINGO,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$12,326.05",22,2.55,$13.94,6
,Diciembre,2014,EM,QO,TOLUCA,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$7,232.66",22,2.55,$13.94,3
,Diciembre,2014,QO,NL,QUERETARO,COLOMBIA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$12,000.00",22,2.55,$13.94,20
,Diciembre,2014,EM,CO,TECAMAC,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$24,000.00",22,2.55,$13.94,26
,Diciembre,2014,GT,TM,IRAPUATO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$27,648.00",22,2.55,$13.94,20
,Diciembre,2014,QO,PL,QUERETARO,PUEBLA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$14,640.00",22,2.55,$13.94,9
,Diciembre,2014,SP,SP,SAN LUIS POTOSI,VILLA DE REYES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$2,046.30",22,2.55,$13.94,1
,Diciembre,2014,EM,TM,TOLUCA,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$36,288.00",22,2.55,$13.94,24
,Diciembre,2014,NL,SR,APODACA,HERMOSILLO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$50,484.67",22,2.55,$13.94,40
,Diciembre,2014,CH,CO,CIUDAD JUAREZ,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$32,160.00",22,2.55,$13.94,24
,Diciembre,2014,QO,QO,QUERETARO,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$2,626.56",22,2.55,$13.94,1
,Diciembre,2014,TM,QO,NUEVO LAREDO,QUERETARO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$12,867.77",22,2.55,$13.94,16
,Diciembre,2014,QO,TM,QUERETARO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$12,724.99",22,2.55,$13.94,16
,Diciembre,2014,SP,GT,SAN LUIS POTOSI,IRAPUATO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$3,801.60",22,2.55,$13.94,3
,Diciembre,2014,SP,GT,SAN LUIS POTOSI,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,270.40",22,2.55,$13.94,3
,Diciembre,2014,SP,GT,SAN LUIS POTOSI,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$4,838.40",22,2.55,$13.94,3
,Diciembre,2014,SP,SR,VILLA DE REYES,CD. OBREGON,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$63,072.00",22,2.55,$13.94,36
,Diciembre,2014,CH,CH,CHIHUAHUA,CIUDAD JUAREZ,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$11,232.00",22,2.55,$13.94,6
,Diciembre,2014,TM,NL,NUEVO LAREDO,APODACA,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$5,529.60",22,2.55,$13.94,4
,Diciembre,2014,TM,SP,NUEVO LAREDO,SAN LUIS POTOSI,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$12,441.60",22,2.55,$13.94,15
,Diciembre,2014,SP,GT,SAN LUIS POTOSI,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,184.00",22,2.55,$13.94,3
,Diciembre,2014,ZS,TM,GUADALUPE,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$21,168.00",22,2.55,$13.94,16
,Diciembre,2014,SP,SP,SAN LUIS POTOSI,SAN LUIS POTOSI,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$2,332.80",22,2.55,$13.94,1
,Diciembre,2014,NL,TM,ESCOBEDO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,529.60",22,2.55,$13.94,4
,Diciembre,2014,TM,SP,NUEVO LAREDO,SAN LUIS POTOSI,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$12,960.00",22,2.55,$13.94,15
,Diciembre,2014,TM,NL,NUEVO LAREDO,CIENEGA DE FLORES,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$5,011.20",22,2.55,$13.94,4
,Diciembre,2014,SP,GT,VILLA DE REYES,SILAO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$4,640.40",22,2.55,$13.94,4
,Diciembre,2014,DG,TM,GOMEZ PALACIO,NUEVO LAREDO,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$13,824.00",22,2.55,$13.94,12
,Diciembre,2014,TM,EM,NUEVO LAREDO,CUAUTITLAN,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$15,600.00",22,2.55,$13.94,24
,Diciembre,2014,TM,CO,NUEVO LAREDO,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$5,670.00",22,2.55,$13.94,6
,Diciembre,2014,SP,CO,VILLA DE REYES,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Redondo,"$12,840.00",22,2.55,$13.94,6
,Diciembre,2014,QO,CO,QUERETARO,RAMOS ARIZPE,TRANSPORTES LARMEX  S.A. DE C.V.,48FT/53FT,Diesel ,Sencillo,"$14,640.00",22,2.55,$13.94,10
